"Species","Transcript_ID","Family","Superfamily"
"steinernema_carpocapsae","L596_g4499.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4509.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4510.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4522.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4549.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g4550.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g4553.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4553.t2","srt","Srg"
"steinernema_carpocapsae","L596_g4622.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g4630.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4637.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g4638.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g4708.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g4778.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g4799.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4799.t2","srx","Srg"
"steinernema_carpocapsae","L596_g480.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4800.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4801.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4805.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4807.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4808.t1","srx","Srg"
"steinernema_carpocapsae","L596_g4811.t1","srt","Srg"
"steinernema_carpocapsae","L596_g4812.t1","srv","Srg"
"steinernema_carpocapsae","L596_g4899.t1","srab","Sra"
"steinernema_carpocapsae","L596_g492.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g497.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g5081.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5082.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5083.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5087.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5110.t1","srx","Srg"
"steinernema_carpocapsae","L596_g521.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g5293.t1","srw","Solo"
"steinernema_carpocapsae","L596_g5303.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g5303.t2","srbc","Solo"
"steinernema_carpocapsae","L596_g5470.t1","sru","Srg"
"steinernema_carpocapsae","L596_g5513.t1","srx","Srg"
"steinernema_carpocapsae","L596_g5515.t1","srv","Srg"
"steinernema_carpocapsae","L596_g5516.t1","srv","Srg"
"steinernema_carpocapsae","L596_g5518.t1","srg","Srg"
"steinernema_carpocapsae","L596_g5523.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5523.t2","srt","Srg"
"steinernema_carpocapsae","L596_g5524.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5525.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5526.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5627.t1","srv","Srg"
"steinernema_carpocapsae","L596_g5900.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g5913.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g5920.t1","srt","Srg"
"steinernema_carpocapsae","L596_g5923.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g5931.t1","srw","Solo"
"steinernema_carpocapsae","L596_g5932.t1","srw","Solo"
"steinernema_carpocapsae","L596_g6051.t1","srv","Srg"
"steinernema_carpocapsae","L596_g6071.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6072.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6271.t1","srx","Srg"
"steinernema_carpocapsae","L596_g6272.t1","srx","Srg"
"steinernema_carpocapsae","L596_g6273.t1","srx","Srg"
"steinernema_carpocapsae","L596_g6274.t1","srx","Srg"
"steinernema_carpocapsae","L596_g6356.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6362.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6363.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6364.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6365.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6366.t1","srt","Srg"
"steinernema_carpocapsae","L596_g6373.t1","srt","Srg"
"steinernema_carpocapsae","L596_g6430.t1","srv","Srg"
"steinernema_carpocapsae","L596_g6497.t1","srw","Solo"
"steinernema_carpocapsae","L596_g6498.t1","srw","Solo"
"steinernema_carpocapsae","L596_g6518.t1","srab","Sra"
"steinernema_carpocapsae","L596_g6613.t1","srh","Str"
"steinernema_carpocapsae","L596_g6671.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g6830.t1","sre","Sra"
"steinernema_carpocapsae","L596_g6832.t1","sre","Sra"
"steinernema_carpocapsae","L596_g6833.t1","sre","Sra"
"steinernema_carpocapsae","L596_g6834.t1","srab","Sra"
"steinernema_carpocapsae","L596_g6835.t1","srab","Sra"
"steinernema_carpocapsae","L596_g6854.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6907.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g6915.t1","srw","Solo"
"steinernema_carpocapsae","L596_g696.t1","srt","Srg"
"steinernema_carpocapsae","L596_g699.t1","sre","Sra"
"steinernema_carpocapsae","L596_g7019.t1","sro","Solo"
"steinernema_carpocapsae","L596_g7043.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7045.t1","srt","Srg"
"steinernema_carpocapsae","L596_g709.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g7112.t1","sre","Sra"
"steinernema_carpocapsae","L596_g7155.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7156.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7278.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7378.t1","srv","Srg"
"steinernema_carpocapsae","L596_g7379.t1","srv","Srg"
"steinernema_carpocapsae","L596_g7385.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7394.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g7402.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7403.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7405.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7422.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g7426.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7428.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g7435.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7444.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7471.t1","srt","Srg"
"steinernema_carpocapsae","L596_g7663.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g7663.t2","srsx","Solo"
"steinernema_carpocapsae","L596_g7849.t1","srh","Str"
"steinernema_carpocapsae","L596_g7850.t1","srh","Str"
"steinernema_carpocapsae","L596_g7851.t1","srh","Str"
"steinernema_carpocapsae","L596_g7881.t1","srx","Srg"
"steinernema_carpocapsae","L596_g7993.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g8067.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8219.t1","srab","Sra"
"steinernema_carpocapsae","L596_g8257.t1","srg","Srg"
"steinernema_carpocapsae","L596_g8295.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g8364.t1","str","Str"
"steinernema_carpocapsae","L596_g8368.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8369.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8370.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8371.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8372.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8373.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8374.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8375.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8377.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8384.t1","srh","Str"
"steinernema_carpocapsae","L596_g8384.t2","srh","Str"
"steinernema_carpocapsae","L596_g8386.t1","srh","Str"
"steinernema_carpocapsae","L596_g8387.t1","srh","Str"
"steinernema_carpocapsae","L596_g841.t1","sri","Str"
"steinernema_carpocapsae","L596_g842.t1","sri","Str"
"steinernema_carpocapsae","L596_g8477.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g8478.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g8479.t1","srbc","Solo"
"steinernema_carpocapsae","L596_g8535.t1","srt","Srg"
"steinernema_carpocapsae","L596_g858.t1","srab","Sra"
"steinernema_carpocapsae","L596_g8645.t1","srab","Sra"
"steinernema_carpocapsae","L596_g865.t1","srab","Sra"
"steinernema_carpocapsae","L596_g8766.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8795.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8810.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8818.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8831.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8832.t1","srt","Srg"
"steinernema_carpocapsae","L596_g8850.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g8860.t1","srx","Srg"
"steinernema_carpocapsae","L596_g8915.t1","srj","Str"
"steinernema_carpocapsae","L596_g9078.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9079.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9080.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9080.t2","three_four","Str"
"steinernema_carpocapsae","L596_g9082.t2","three_four","Str"
"steinernema_carpocapsae","L596_g9085.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9087.t1","srh","Str"
"steinernema_carpocapsae","L596_g9088.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9089.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9092.t1","three_four","Str"
"steinernema_carpocapsae","L596_g9093.t1","srj","Str"
"steinernema_carpocapsae","L596_g9143.t1","srab","Sra"
"steinernema_carpocapsae","L596_g930.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9497.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g9498.t1","srsx","Solo"
"steinernema_carpocapsae","L596_g957.t1","srt","Srg"
"steinernema_carpocapsae","L596_g958.t1","srt","Srg"
"steinernema_carpocapsae","L596_g958.t2","srt","Srg"
"steinernema_carpocapsae","L596_g965.t1","srt","Srg"
"steinernema_carpocapsae","L596_g967.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9689.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9689.t2","srt","Srg"
"steinernema_carpocapsae","L596_g9691.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9691.t2","srt","Srg"
"steinernema_carpocapsae","L596_g970.t1","srt","Srg"
"steinernema_carpocapsae","L596_g977.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9830.t1","srh","Str"
"steinernema_carpocapsae","L596_g9910.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9911.t1","srt","Srg"
"steinernema_carpocapsae","L596_g9912.t1","srt","Srg"
"strongyloides_ratti","SRAE_0000000700","three_four","Str"
"strongyloides_ratti","SRAE_0000002700","srt","Srg"
"strongyloides_ratti","SRAE_0000009200","srsx","Solo"
"strongyloides_ratti","SRAE_0000009300","srv","Srg"
"strongyloides_ratti","SRAE_0000009500","srv","Srg"
"strongyloides_ratti","SRAE_0000016250","srv","Srg"
"strongyloides_ratti","SRAE_0000024200","srg","Srg"
"strongyloides_ratti","SRAE_0000025100","srv","Srg"
"strongyloides_ratti","SRAE_0000033100","sra","Sra"
"strongyloides_ratti","SRAE_0000045400","srsx","Solo"
"strongyloides_ratti","SRAE_1000000750","srv","Srg"
"strongyloides_ratti","SRAE_1000001000","srv","Srg"
"strongyloides_ratti","SRAE_1000004800","srw","Solo"
"strongyloides_ratti","SRAE_1000020200","srg","Srg"
"strongyloides_ratti","SRAE_1000020300","srg","Srg"
"strongyloides_ratti","SRAE_1000032000","srv","Srg"
"strongyloides_ratti","SRAE_1000075200","srv","Srg"
"strongyloides_ratti","SRAE_1000077500","srw","Solo"
"strongyloides_ratti","SRAE_1000095600","sre","Sra"
"strongyloides_ratti","SRAE_1000101200","srb","Sra"
"strongyloides_ratti","SRAE_1000103600","srx","Srg"
"strongyloides_ratti","SRAE_1000111700","srv","Srg"
"strongyloides_ratti","SRAE_1000231000","srm","Str"
"strongyloides_ratti","SRAE_1000236400","srg","Srg"
"strongyloides_ratti","SRAE_1000261000","srv","Srg"
"strongyloides_ratti","SRAE_1000274300","srab","Sra"
"strongyloides_ratti","SRAE_1000274400","srab","Sra"
"strongyloides_ratti","SRAE_1000279900","srt","Srg"
"strongyloides_ratti","SRAE_1000292700","three_four","Str"
"strongyloides_ratti","SRAE_1000292800","three_four","Str"
"strongyloides_ratti","SRAE_1000304500","srab","Sra"
"strongyloides_ratti","SRAE_1000352800","srt","Srg"
"strongyloides_ratti","SRAE_1000353700","three_four","Str"
"strongyloides_ratti","SRAE_2000002900","srv","Srg"
"strongyloides_ratti","SRAE_2000187500","srg","Srg"
"strongyloides_ratti","SRAE_2000359700","srg","Srg"
"strongyloides_ratti","SRAE_2000369900","four","Str"
"strongyloides_ratti","SRAE_2000388500","srv","Srg"
"strongyloides_ratti","SRAE_2000389400","srbc","Solo"
"strongyloides_ratti","SRAE_2000414400","srg","Srg"
"strongyloides_ratti","SRAE_2000421000","srbc","Solo"
"strongyloides_ratti","SRAE_2000423800","srsx","Solo"
"strongyloides_ratti","SRAE_2000425500","srw","Solo"
"strongyloides_ratti","SRAE_2000425700","srab","Sra"
"strongyloides_ratti","SRAE_2000425800","srg","Srg"
"strongyloides_ratti","SRAE_2000430900","srg","Srg"
"strongyloides_ratti","SRAE_2000432900","srv","Srg"
"strongyloides_ratti","SRAE_2000436700","str","Str"
"strongyloides_ratti","SRAE_2000441100","four","Str"
"strongyloides_ratti","SRAE_2000446800","srt","Srg"
"strongyloides_ratti","SRAE_2000446900","srv","Srg"
"strongyloides_ratti","SRAE_2000449100","srt","Srg"
"strongyloides_ratti","SRAE_2000450100","srsx","Solo"
"strongyloides_ratti","SRAE_2000450200","srab","Sra"
"strongyloides_ratti","SRAE_2000463650","sre","Sra"
"strongyloides_ratti","SRAE_2000467000","srbc","Solo"
"strongyloides_ratti","SRAE_2000467200","srbc","Solo"
"strongyloides_ratti","SRAE_2000471200","srv","Srg"
"strongyloides_ratti","SRAE_2000471650","str","Str"
"strongyloides_ratti","SRAE_2000474450","three_four","Str"
"strongyloides_ratti","SRAE_2000476900","srx","Srg"
"strongyloides_ratti","SRAE_2000478200","srbc","Solo"
"strongyloides_ratti","SRAE_2000478750","srt","Srg"
"strongyloides_ratti","SRAE_2000482800","srg","Srg"
"strongyloides_ratti","SRAE_2000498500","srsx","Solo"
"strongyloides_ratti","SRAE_2000506200","four","Str"
"strongyloides_ratti","SRAE_2000514400","srt","Srg"
"strongyloides_ratti","SRAE_2000520750","srt","Srg"
"strongyloides_ratti","SRAE_2000523100","srab","Sra"
"strongyloides_ratti","SRAE_2000523200","srab","Sra"
"strongyloides_ratti","SRAE_2000526100","srbc","Solo"
"strongyloides_ratti","SRAE_X000024800","sre","Sra"
"strongyloides_ratti","SRAE_X000044600","srab","Sra"
"strongyloides_ratti","SRAE_X000065100","srbc","Solo"
"strongyloides_ratti","SRAE_X000074800","srv","Srg"
"strongyloides_ratti","SRAE_X000114200","srbc","Solo"
"strongyloides_ratti","SRAE_X000197650","srt","Srg"
"strongyloides_ratti","SRAE_X000223300","srab","Sra"
"strongyloides_stercoralis","SSTP_0000002950.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0000020000.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000021600.1","sro","Solo"
"strongyloides_stercoralis","SSTP_0000076300.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0000081200.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000113900.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0000114333.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000142400.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000166700.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0000207250.1","srj","Str"
"strongyloides_stercoralis","SSTP_0000209200.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000209700.1","srj","Str"
"strongyloides_stercoralis","SSTP_0000210100.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000210700.1","four","Str"
"strongyloides_stercoralis","SSTP_0000210900.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000211000.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000211050.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000246600.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000247200.1","srd","Str"
"strongyloides_stercoralis","SSTP_0000251600.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000257200.1","four","Str"
"strongyloides_stercoralis","SSTP_0000260700.1","srj","Str"
"strongyloides_stercoralis","SSTP_0000287100.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000322300.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000322400.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000346000.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000356800.1","srh","Str"
"strongyloides_stercoralis","SSTP_0000363000.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0000364850.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000364900.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000370200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000370900.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000379200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000379400.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000379500.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0000381900.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000382000.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000385000.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000391300.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000393100.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000396800.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000415000.1","four","Str"
"strongyloides_stercoralis","SSTP_0000418200.1","srxa","Srg"
"strongyloides_stercoralis","SSTP_0000419100.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0000423100.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425000.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425100.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425300.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425400.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000425500.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000425600.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000425700.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000425800.1","sro","Solo"
"strongyloides_stercoralis","SSTP_0000426350.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000431100.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0000442300.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0000443050.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000451200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000451300.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000477000.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000477100.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000477300.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0000478400.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000479900.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000488200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000491700.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0000498700.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000523600.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000525400.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0000528900.1","sro","Solo"
"strongyloides_stercoralis","SSTP_0000537400.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0000543000.1","srm","Str"
"strongyloides_stercoralis","SSTP_0000546200.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000549100.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000554600.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000554700.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000564300.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0000570800.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0000572800.1","srxa","Srg"
"strongyloides_stercoralis","SSTP_0000607500.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000621600.1","srm","Str"
"strongyloides_stercoralis","SSTP_0000628800.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000646100.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000648600.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000648700.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000662500.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000668300.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000668700.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000674600.1","srh","Str"
"strongyloides_stercoralis","SSTP_0000683400.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000686100.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000697000.1","srz","Solo"
"strongyloides_stercoralis","SSTP_0000697300.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000732800.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000738200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000739800.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000777700.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000816000.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0000836800.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000837100.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000860100.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0000872100.1","srj","Str"
"strongyloides_stercoralis","SSTP_0000924650.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000934300.1","four","Str"
"strongyloides_stercoralis","SSTP_0000937700.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0000941900.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0000949000.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000956800.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000958500.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0000959400.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0000963700.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000963800.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0000964100.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0000992500.1","sri","Str"
"strongyloides_stercoralis","SSTP_0000992700.1","srd","Str"
"strongyloides_stercoralis","SSTP_0000993200.1","srb","Sra"
"strongyloides_stercoralis","SSTP_0000995100.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0000996700.1","srxa","Srg"
"strongyloides_stercoralis","SSTP_0001007400.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0001016200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001016700.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0001018500.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0001019900.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001040050.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0001040100.1","three_four","Str"
"strongyloides_stercoralis","SSTP_0001048100.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0001055600.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0001059800.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0001060500.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0001065400.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0001086200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001106100.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0001110100.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001110500.1","srm","Str"
"strongyloides_stercoralis","SSTP_0001111100.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0001111200.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0001112600.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001115800.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0001115900.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0001116900.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0001159500.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0001161000.1","srw","Solo"
"strongyloides_stercoralis","SSTP_0001163500.1","srm","Str"
"strongyloides_stercoralis","SSTP_0001168000.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0001168100.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0001172200.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001173300.1","sra","Sra"
"strongyloides_stercoralis","SSTP_0001182400.1","srx","Srg"
"strongyloides_stercoralis","SSTP_0001185400.1","srxa","Srg"
"strongyloides_stercoralis","SSTP_0001186800.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001190900.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001196800.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001206500.1","srab","Sra"
"strongyloides_stercoralis","SSTP_0001210000.1","srh","Str"
"strongyloides_stercoralis","SSTP_0001213200.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001213300.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001218500.1","srg","Srg"
"strongyloides_stercoralis","SSTP_0001219200.1","sre","Sra"
"strongyloides_stercoralis","SSTP_0001250400.1","srbc","Solo"
"strongyloides_stercoralis","SSTP_0001261400.1","srt","Srg"
"strongyloides_stercoralis","SSTP_0001268850.1","srsx","Solo"
"strongyloides_stercoralis","SSTP_0001282300.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001282400.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001282500.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001282800.1","srv","Srg"
"strongyloides_stercoralis","SSTP_0001285000.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0000845350.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0001071900.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0001600.1","srb","Sra"
"strongyloides_venezuelensis","SVE_0008500.1","srt","Srg"
"strongyloides_venezuelensis","SVE_0018000.1","srab","Sra"
"strongyloides_venezuelensis","SVE_0037600.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0041800.1","srxa","Srg"
"strongyloides_venezuelensis","SVE_0045400.1","srv","Srg"
"strongyloides_venezuelensis","SVE_0049900.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0078700.1","srsx","Solo"
"strongyloides_venezuelensis","SVE_0083800.1","srm","Str"
"strongyloides_venezuelensis","SVE_0085400.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0086100.1","srbc","Solo"
"strongyloides_venezuelensis","SVE_0088500.1","sre","Sra"
"strongyloides_venezuelensis","SVE_0092900.1","srx","Srg"
"strongyloides_venezuelensis","SVE_0108400.1","srg","Srg"
"strongyloides_venezuelensis","SVE_0112700.1","srx","Srg"
"strongyloides_venezuelensis","SVE_0113600.1","srd","Str"
"strongyloides_venezuelensis","SVE_0130300.1","sre","Sra"
"strongyloides_venezuelensis","SVE_0140800.1","srw","Solo"
"strongyloides_venezuelensis","SVE_0158500.1","three_four","Str"
"strongyloides_venezuelensis","SVE_0162600.1","srw","Solo"
